Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated "
11/28/2022,11/29/2022,Hunts Point,HP,19838.00,11200000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948
11/28/2022,11/29/2022,Jamaica Bay,JA,33986.00,11900000.00,,748737
11/28/2022,11/29/2022,Newtown Creek,NC,20951.00,12500000.00,,1156473
11/28/2022,11/29/2022,North River,NR,22958.00,13300000.00,,658596
11/28/2022,11/29/2022,Oakwood Beach,OB,26986.00,9790000.00,,258731
11/28/2022,11/29/2022,Owls Head,OH,61793.00,21900000.00,,906442
11/28/2022,11/29/2022,Port Richmond,PR,22066.00,9230000.00,,226167
11/28/2022,11/29/2022,Red Hook,RH,12021.00,4870000.00,,224029
11/28/2022,11/29/2022,Rockaway,RK,,,Sample was not analyzed due to ongoing study with NYC-DOHMH,120539
11/28/2022,11/29/2022,Tallman Island,TI,,,Sample was not analyzed due to ongoing study with NYC-DOHMH,449907
11/28/2022,11/29/2022,Wards Island,WI,,,Sample was not analyzed due to ongoing study with NYC-DOHMH,1201485
11/30/2022,12/01/2022,26th Ward,26W,,,Sample was not analyzed due to ongoing study with NYC-DOHMH,290608
11/30/2022,12/01/2022,Bowery Bay,BB,55388.00,33300000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
11/30/2022,12/01/2022,Coney Island,CI,,,Sample was not analyzed due to ongoing study with NYC-DOHMH,682342
11/30/2022,12/01/2022,Hunts Point,HP,,,Sample was not analyzed due to ongoing study with NYC-DOHMH,755948
11/30/2022,12/01/2022,Jamaica Bay,JA,75911.00,34200000.00,,748737
11/30/2022,12/01/2022,Newtown Creek,NC,23691.00,21900000.00,,1156473
11/30/2022,12/01/2022,North River,NR,24436.00,18700000.00,,658596
11/30/2022,12/01/2022,Oakwood Beach,OB,34402.00,13700000.00,,258731
11/30/2022,12/01/2022,Owls Head,OH,59354.00,29000000.00,,906442
11/30/2022,12/01/2022,Port Richmond,PR,19638.00,10800000.00,,226167
11/30/2022,12/01/2022,Red Hook,RH,35553.00,21000000.00,,224029
11/30/2022,12/01/2022,Rockaway,RK,26486.00,17500000.00,,120539
11/30/2022,12/01/2022,Tallman Island,TI,29609.00,19700000.00,,449907
11/30/2022,12/01/2022,Wards Island,WI,24437.00,19500000.00,,1201485
12/05/2022,12/06/2022,26th Ward,26W,14398.00,8810000.00,,290608
12/05/2022,12/06/2022,Bowery Bay,BB,44554.00,15500000.00,,924695
12/05/2022,12/06/2022,Coney Island,CI,24154.00,10700000.00,,682342
12/05/2022,12/06/2022,Hunts Point,HP,19332.00,11000000.00,,755948
12/05/2022,12/06/2022,Jamaica Bay,JA,30550.00,10800000.00,,748737
12/05/2022,12/06/2022,Newtown Creek,NC,18824.00,11400000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported.,1156473
12/05/2022,12/06/2022,North River,NR,5094.00,2900000.00,,658596
12/05/2022,12/06/2022,Oakwood Beach,OB,14802.00,9290000.00,,258731
12/05/2022,12/06/2022,Owls Head,OH,54350.00,19500000.00,,906442
12/05/2022,12/06/2022,Port Richmond,PR,26936.00,10400000.00,,226167
12/05/2022,12/06/2022,Red Hook,RH,21002.00,8870000.00,,224029
12/05/2022,12/06/2022,Rockaway,RK,16632.00,9920000.00,,120539
12/05/2022,12/06/2022,Tallman Island,TI,31459.00,15100000.00,,449907
12/05/2022,12/06/2022,Wards Island,WI,12149.00,6970000.00,,1201485
12/07/2022,12/08/2022,26th Ward,26W,26359.00,19600000.00,,290608
12/07/2022,12/08/2022,Bowery Bay,BB,32249.00,14400000.00,,924695
12/07/2022,12/08/2022,Coney Island,CI,32047.00,14200000.00,,682342
12/07/2022,12/08/2022,Hunts Point,HP,19025.00,12700000.00,,755948
12/07/2022,12/08/2022,Jamaica Bay,JA,42674.00,16200000.00,,748737
12/07/2022,12/08/2022,Newtown Creek,NC,21644.00,14200000.00,,1156473
12/07/2022,12/08/2022,North River,NR,16150.00,10200000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596
12/07/2022,12/08/2022,Oakwood Beach,OB,14173.00,5410000.00,,258731
12/07/2022,12/08/2022,Owls Head,OH,42431.00,16500000.00,,906442
12/07/2022,12/08/2022,Port Richmond,PR,19137.00,9610000.00,,226167
12/07/2022,12/08/2022,Red Hook,RH,20965.00,9920000.00,,224029
12/07/2022,12/08/2022,Rockaway,RK,11329.00,6760000.00,,120539
12/07/2022,12/08/2022,Tallman Island,TI,38404.00,22300000.00,,449907
12/07/2022,12/08/2022,Wards Island,WI,12410.00,7900000.00,,1201485
12/11/2022,12/12/2022,26th Ward,26W,18729.00,14400000.00,low standard curve efficiency,290608
12/11/2022,12/12/2022,Bowery Bay,BB,30368.00,15700000.00,low standard curve efficiency,924695
12/11/2022,12/12/2022,Coney Island,CI,17002.00,8020000.00,low standard curve efficiency,682342
12/11/2022,12/12/2022,Hunts Point,HP,7729.00,5650000.00,low standard curve efficiency,755948
12/11/2022,12/12/2022,Jamaica Bay,JA,30092.00,12300000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - low standard curve efficiency,748737
12/11/2022,12/12/2022,Newtown Creek,NC,21228.00,16500000.00,low standard curve efficiency,1156473
12/11/2022,12/12/2022,North River,NR,27098.00,18800000.00,low standard curve efficiency,658596
12/11/2022,12/12/2022,Oakwood Beach,OB,13417.00,5180000.00,low standard curve efficiency,258731
12/11/2022,12/12/2022,Owls Head,OH,31079.00,15600000.00,low standard curve efficiency,906442
12/11/2022,12/12/2022,Port Richmond,PR,16012.00,8580000.00,low standard curve efficiency,226167
12/11/2022,12/12/2022,Red Hook,RH,18839.00,10800000.00,low standard curve efficiency,224029
12/11/2022,12/12/2022,Rockaway,RK,20722.00,14300000.00,low standard curve efficiency,120539
12/11/2022,12/12/2022,Tallman Island,TI,28590.00,14200000.00,low standard curve efficiency,449907
12/11/2022,12/12/2022,Wards Island,WI,10025.00,7010000.00,low standard curve efficiency,1201485
12/18/2022,12/19/2022,26th Ward,26W,7941.00,5170000.00,,290608
12/18/2022,12/19/2022,Bowery Bay,BB,15369.00,5660000.00,,924695
12/18/2022,12/19/2022,Coney Island,CI,26862.00,13000000.00,,682342
12/18/2022,12/19/2022,Hunts Point,HP,9237.00,5740000.00,,755948
12/18/2022,12/19/2022,Jamaica Bay,JA,39988.00,15800000.00,,748737
12/18/2022,12/19/2022,Newtown Creek,NC,18714.00,11200000.00,,1156473
12/18/2022,12/19/2022,North River,NR,8097.00,4420000.00,,658596
12/18/2022,12/19/2022,Oakwood Beach,OB,33859.00,14400000.00,,258731
12/18/2022,12/19/2022,Owls Head,OH,48587.00,17000000.00,,906442
12/18/2022,12/19/2022,Port Richmond,PR,22824.00,10900000.00,,226167
12/18/2022,12/19/2022,Red Hook,RH,19140.00,9060000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
12/18/2022,12/19/2022,Rockaway,RK,27563.00,19900000.00,,120539
12/18/2022,12/19/2022,Tallman Island,TI,14847.00,8240000.00,,449907
12/18/2022,12/19/2022,Wards Island,WI,10734.00,6020000.00,,1201485
12/20/2022,12/21/2022,26th Ward,26W,15737.00,9840000.00,,290608
12/20/2022,12/21/2022,Bowery Bay,BB,30613.00,10700000.00,,924695
12/20/2022,12/21/2022,Coney Island,CI,35619.00,16200000.00,,682342
12/20/2022,12/21/2022,Hunts Point,HP,24046.00,14300000.00,,755948
12/20/2022,12/21/2022,Jamaica Bay,JA,43789.00,15100000.00,,748737
12/20/2022,12/21/2022,Newtown Creek,NC,29953.00,18300000.00,,1156473
12/20/2022,12/21/2022,North River,NR,16376.00,9320000.00,,658596
12/20/2022,12/21/2022,Oakwood Beach,OB,22439.00,8500000.00,,258731
12/20/2022,12/21/2022,Owls Head,OH,51217.00,17800000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
12/20/2022,12/21/2022,Port Richmond,PR,33293.00,14300000.00,,226167
12/20/2022,12/21/2022,Red Hook,RH,28409.00,12500000.00,,224029
12/20/2022,12/21/2022,Rockaway,RK,20769.00,15000000.00,,120539
12/20/2022,12/21/2022,Tallman Island,TI,34213.00,16100000.00,,449907
12/20/2022,12/21/2022,Wards Island,WI,23506.00,13500000.00,,1201485
12/27/2022,12/28/2022,26th Ward,26W,10437.00,6660000.00,,290608
12/27/2022,12/28/2022,Bowery Bay,BB,11871.00,4280000.00,,924695
12/27/2022,12/28/2022,Coney Island,CI,26626.00,13000000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
12/27/2022,12/28/2022,Hunts Point,HP,12870.00,8440000.00,,755948
12/27/2022,12/28/2022,Jamaica Bay,JA,35860.00,13600000.00,,748737
12/27/2022,12/28/2022,Newtown Creek,NC,23844.00,14000000.00,,1156473
12/27/2022,12/28/2022,North River,NR,20150.00,10900000.00,,658596
12/27/2022,12/28/2022,Oakwood Beach,OB,29828.00,12200000.00,,258731
12/27/2022,12/28/2022,Owls Head,OH,50279.00,17200000.00,,906442
12/27/2022,12/28/2022,Port Richmond,PR,35757.00,16800000.00,,226167
12/27/2022,12/28/2022,Red Hook,RH,33014.00,15100000.00,,224029
12/27/2022,12/28/2022,Rockaway,RK,38830.00,24400000.00,,120539
12/27/2022,12/28/2022,Tallman Island,TI,33463.00,14600000.00,,449907
12/27/2022,12/28/2022,Wards Island,WI,9378.00,3340000.00,,1201485
01/08/2023,01/09/2023,26th Ward,26W,16430.76,10500000.00,,290608
01/08/2023,01/09/2023,Bowery Bay,BB,22857.06,8800000.00,,924695
01/08/2023,01/09/2023,Coney Island,CI,17297.92,7580000.00,,682342
01/08/2023,01/09/2023,Hunts Point,HP,7038.59,4410000.00,,755948
01/08/2023,01/09/2023,Jamaica Bay,JA,45946.87,17400000.00,,748737
01/08/2023,01/09/2023,Newtown Creek,NC,18936.61,11500000.00,,1156473
01/08/2023,01/09/2023,North River,NR,8443.85,4660000.00,,658596
01/08/2023,01/09/2023,Oakwood Beach,OB,20393.89,8450000.00,this sample was analyzed in duplicate. The higher of the 2 results is reported,258731
01/08/2023,01/09/2023,Owls Head,OH,17444.34,6340000.00,,906442
01/08/2023,01/09/2023,Port Richmond,PR,9866.25,4480000.00,,226167
01/08/2023,01/09/2023,Red Hook,RH,18757.40,7610000.00,,224029
01/08/2023,01/09/2023,Rockaway,RK,8422.59,5290000.00,,120539
01/08/2023,01/09/2023,Tallman Island,TI,25104.91,11600000.00,,449907
01/08/2023,01/09/2023,Wards Island,WI,5351.74,3200000.00,,1201485
01/10/2023,01/11/2023,26th Ward,26W,16165.72,10300000.00,,290608
01/10/2023,01/11/2023,Bowery Bay,BB,27848.16,9800000.00,,924695
01/10/2023,01/11/2023,Coney Island,CI,19261.29,8330000.00,,682342
01/10/2023,01/11/2023,Hunts Point,HP,14037.17,8650000.00,,755948
01/10/2023,01/11/2023,Jamaica Bay,JA,30639.09,11000000.00,,748737
01/10/2023,01/11/2023,Newtown Creek,NC,16487.61,10300000.00,,1156473
01/10/2023,01/11/2023,North River,NR,8868.01,4940000.00,,658596
01/10/2023,01/11/2023,Oakwood Beach,OB,17064.67,6480000.00,,258731
01/10/2023,01/11/2023,Owls Head,OH,33253.72,11100000.00,,906442
01/10/2023,01/11/2023,Port Richmond,PR,23916.41,9890000.00,this sample was analyzed in duplicate. The higher of the 2 results is reported,226167
01/10/2023,01/11/2023,Red Hook,RH,15180.76,6160000.00,,224029
01/10/2023,01/11/2023,Rockaway,RK,11737.92,7000000.00,,120539
01/10/2023,01/11/2023,Tallman Island,TI,23113.47,9920000.00,,449907
01/10/2023,01/11/2023,Wards Island,WI,13269.69,7610000.00,,1201485
01/17/2023,01/18/2023,26th Ward,26W,15220.90,9120000.00,,290608
01/17/2023,01/18/2023,Bowery Bay,BB,14363.47,5060000.00,,924695
01/17/2023,01/18/2023,Coney Island,CI,9344.48,3890000.00,,682342
01/17/2023,01/18/2023,Hunts Point,HP,11459.04,7000000.00,,755948
01/17/2023,01/18/2023,Jamaica Bay,JA,18106.48,6500000.00,,748737
01/17/2023,01/18/2023,Newtown Creek,NC,8379.77,5320000.00,,1156473
01/17/2023,01/18/2023,North River,NR,14072.38,7850000.00,,658596
01/17/2023,01/18/2023,Oakwood Beach,OB,19872.96,7070000.00,,258731
01/17/2023,01/18/2023,Owls Head,OH,23582.87,8080000.00,,906442
01/17/2023,01/18/2023,Port Richmond,PR,24381.26,9880000.00,,226167
01/17/2023,01/18/2023,Red Hook,RH,18536.04,7830000.00,,224029
01/17/2023,01/18/2023,Rockaway,RK,9401.49,5900000.00,this sample was analyzed in duplicate. The higher of the 2 results is reported,120539
01/17/2023,01/18/2023,Tallman Island,TI,14512.98,6230000.00,,449907
01/17/2023,01/18/2023,Wards Island,WI,7061.12,4030000.00,,1201485
01/22/2023,01/23/2023,26th Ward,26W,6817.64,7550000.00,this sample was analyzed in duplicate. The higher of the 2 results is reported,290608
01/22/2023,01/23/2023,Bowery Bay,BB,10127.47,7750000.00,,924695
01/22/2023,01/23/2023,Coney Island,CI,9800.44,6690000.00,,682342
01/22/2023,01/23/2023,Hunts Point,HP,6191.32,6570000.00,,755948
01/22/2023,01/23/2023,Jamaica Bay,JA,13307.67,6860000.00,,748737
01/22/2023,01/23/2023,Newtown Creek,NC,4410.56,5720000.00,,1156473
01/22/2023,01/23/2023,North River,NR,3438.44,2980000.00,,658596
01/22/2023,01/23/2023,Oakwood Beach,OB,16057.50,7960000.00,,258731
01/22/2023,01/23/2023,Owls Head,OH,5449.38,3190000.00,,906442
01/22/2023,01/23/2023,Port Richmond,PR,12084.90,9510000.00,,226167
01/22/2023,01/23/2023,Red Hook,RH,4957.34,4020000.00,,224029
01/22/2023,01/23/2023,Rockaway,RK,6965.12,4810000.00,,120539
01/22/2023,01/23/2023,Tallman Island,TI,3852.52,2850000.00,,449907
01/22/2023,01/23/2023,Wards Island,WI,2221.62,1920000.00,,1201485
01/24/2023,01/25/2023,26th Ward,26W,8329.88,5320000.00,,290608
01/24/2023,01/25/2023,Bowery Bay,BB,8853.24,3260000.00,,924695
01/24/2023,01/25/2023,Coney Island,CI,16205.03,8270000.00,,682342
01/24/2023,01/25/2023,Hunts Point,HP,6802.43,4600000.00,,755948
01/24/2023,01/25/2023,Jamaica Bay,JA,13253.10,4620000.00,,748737
01/24/2023,01/25/2023,Newtown Creek,NC,8563.40,5380000.00,,1156473
01/24/2023,01/25/2023,North River,NR,14938.21,8160000.00,,658596
01/24/2023,01/25/2023,Oakwood Beach,OB,19996.56,8890000.00,,258731
01/24/2023,01/25/2023,Owls Head,OH,6264.00,2200000.00,,906442
01/24/2023,01/25/2023,Port Richmond,PR,10821.54,5430000.00,,226167
01/24/2023,01/25/2023,Red Hook,RH,10143.86,3940000.00,,224029
01/24/2023,01/25/2023,Rockaway,RK,9761.52,6440000.00,,120539
01/24/2023,01/25/2023,Tallman Island,TI,12047.24,7300000.00,,449907
01/24/2023,01/25/2023,Wards Island,WI,5893.83,3440000.00,,1201485
01/29/2023,01/30/2023,26th Ward,26W,13538.08,8640000.00,,290608
01/29/2023,01/30/2023,Bowery Bay,BB,17612.68,6710000.00,,924695
01/29/2023,01/30/2023,Coney Island,CI,15972.97,6650000.00,,682342
01/29/2023,01/30/2023,Hunts Point,HP,7704.21,4980000.00,,755948
01/29/2023,01/30/2023,Jamaica Bay,JA,13611.43,7640000.00,,748737
01/29/2023,01/30/2023,Newtown Creek,NC,9555.01,5720000.00,,1156473
01/29/2023,01/30/2023,North River,NR,3958.27,2120000.00,,658596
01/29/2023,01/30/2023,Oakwood Beach,OB,11322.34,5320000.00,,258731
01/29/2023,01/30/2023,Owls Head,OH,30304.05,10600000.00,,906442
01/29/2023,01/30/2023,Port Richmond,PR,17475.71,8480000.00,,226167
01/29/2023,01/30/2023,Red Hook,RH,13943.49,5420000.00,,224029
01/29/2023,01/30/2023,Rockaway,RK,5139.55,3230000.00,,120539
01/29/2023,01/30/2023,Tallman Island,TI,16718.16,9000000.00,this sample was analyzed in duplicate. The higher of the 2 results is reported,449907
01/29/2023,01/30/2023,Wards Island,WI,3124.67,1840000.00,,1201485
01/31/2023,02/01/2023,26th Ward,26W,18428.00,11500000.00,,290608
01/31/2023,02/01/2023,Bowery Bay,BB,18373.00,6840000.00,,924695
01/31/2023,02/01/2023,Coney Island,CI,28264.00,12200000.00,,682342
01/31/2023,02/01/2023,Hunts Point,HP,19242.00,12200000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948
01/31/2023,02/01/2023,Jamaica Bay,JA,18723.00,7100000.00,,748737
01/31/2023,02/01/2023,Newtown Creek,NC,10751.00,6970000.00,,1156473
01/31/2023,02/01/2023,North River,NR,10218.00,5760000.00,,658596
01/31/2023,02/01/2023,Oakwood Beach,OB,11632.00,4880000.00,,258731
01/31/2023,02/01/2023,Owls Head,OH,17207.00,6040000.00,,906442
01/31/2023,02/01/2023,Port Richmond,PR,20951.00,9470000.00,,226167
01/31/2023,02/01/2023,Red Hook,RH,11773.00,4770000.00,,224029
01/31/2023,02/01/2023,Rockaway,RK,55433.00,33100000.00,,120539
01/31/2023,02/01/2023,Tallman Island,TI,21385.00,9540000.00,,449907
01/31/2023,02/01/2023,Wards Island,WI,10772.00,6380000.00,,1201485
02/05/2023,02/07/2023,26th Ward,26W,5186.00,3380000.00,,290608
02/05/2023,02/07/2023,Bowery Bay,BB,6874.00,2500000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
02/05/2023,02/07/2023,Coney Island,CI,4101.00,1750000.00,,682342
02/05/2023,02/07/2023,Hunts Point,HP,3820.00,2470000.00,,755948
02/05/2023,02/07/2023,Jamaica Bay,JA,8531.00,3360000.00,,748737
02/05/2023,02/07/2023,Newtown Creek,NC,6782.00,4040000.00,,1156473
02/05/2023,02/07/2023,North River,NR,3924.00,2170000.00,,658596
02/05/2023,02/07/2023,Oakwood Beach,OB,11730.00,4860000.00,,258731
02/05/2023,02/07/2023,Owls Head,OH,16486.00,5850000.00,,906442
02/05/2023,02/07/2023,Port Richmond,PR,13515.00,5880000.00,,226167
02/05/2023,02/07/2023,Red Hook,RH,8838.00,3580000.00,,224029
02/05/2023,02/07/2023,Rockaway,RK,6064.00,3430000.00,,120539
02/05/2023,02/07/2023,Tallman Island,TI,3596.00,1940000.00,,449907
02/05/2023,02/07/2023,Wards Island,WI,4998.00,2870000.00,,1201485
02/07/2023,02/08/2023,26th Ward,26W,7606.00,4760000.00,,290608
02/07/2023,02/08/2023,Bowery Bay,BB,8771.00,3160000.00,,924695
02/07/2023,02/08/2023,Coney Island,CI,6916.00,2920000.00,,682342
02/07/2023,02/08/2023,Hunts Point,HP,7657.00,4680000.00,,755948
02/07/2023,02/08/2023,Jamaica Bay,JA,23817.00,8790000.00,,748737
02/07/2023,02/08/2023,Newtown Creek,NC,8930.00,5790000.00,,1156473
02/07/2023,02/08/2023,North River,NR,11551.00,6510000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596
02/07/2023,02/08/2023,Oakwood Beach,OB,16291.00,6010000.00,,258731
02/07/2023,02/08/2023,Owls Head,OH,25006.00,8670000.00,,906442
02/07/2023,02/08/2023,Port Richmond,PR,15700.00,6570000.00,,226167
02/07/2023,02/08/2023,Red Hook,RH,9979.00,4050000.00,,224029
02/07/2023,02/08/2023,Rockaway,RK,10022.00,5670000.00,,120539
02/07/2023,02/08/2023,Tallman Island,TI,8330.00,3710000.00,,449907
02/07/2023,02/08/2023,Wards Island,WI,8450.00,4950000.00,,1201485
02/12/2023,02/13/2023,26th Ward,26W,5297.00,3450000.00,,290608
02/12/2023,02/13/2023,Bowery Bay,BB,16286.00,5930000.00,,924695
02/12/2023,02/13/2023,Coney Island,CI,9326.00,3880000.00,,682342
02/12/2023,02/13/2023,Hunts Point,HP,3566.00,2210000.00,,755948
02/12/2023,02/13/2023,Jamaica Bay,JA,10788.00,4200000.00,,748737
02/12/2023,02/13/2023,Newtown Creek,NC,6782.00,4170000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
02/12/2023,02/13/2023,North River,NR,4701.00,2510000.00,,658596
02/12/2023,02/13/2023,Oakwood Beach,OB,12614.00,4810000.00,,258731
02/12/2023,02/13/2023,Owls Head,OH,7625.00,2710000.00,,906442
02/12/2023,02/13/2023,Port Richmond,PR,7876.00,3430000.00,,226167
02/12/2023,02/13/2023,Red Hook,RH,5926.00,2600000.00,,224029
02/12/2023,02/13/2023,Rockaway,RK,6584.00,3720000.00,,120539
02/12/2023,02/13/2023,Tallman Island,TI,5540.00,2560000.00,,449907
02/12/2023,02/13/2023,Wards Island,WI,3823.00,2250000.00,,1201485
02/14/2023,02/15/2023,26th Ward,26W,5963.00,3570000.00,,290608
02/14/2023,02/15/2023,Bowery Bay,BB,8019.00,2690000.00,,924695
02/14/2023,02/15/2023,Coney Island,CI,9139.00,3700000.00,,682342
02/14/2023,02/15/2023,Hunts Point,HP,10426.00,6060000.00,,755948
02/14/2023,02/15/2023,Jamaica Bay,JA,20912.00,7400000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737
02/14/2023,02/15/2023,Newtown Creek,NC,5729.00,3540000.00,,1156473
02/14/2023,02/15/2023,North River,NR,3707.00,2050000.00,,658596
02/14/2023,02/15/2023,Oakwood Beach,OB,12713.00,4660000.00,,258731
02/14/2023,02/15/2023,Owls Head,OH,6535.00,2100000.00,,906442
02/14/2023,02/15/2023,Port Richmond,PR,8472.00,3260000.00,,226167
02/14/2023,02/15/2023,Red Hook,RH,10659.00,4320000.00,,224029
02/14/2023,02/15/2023,Rockaway,RK,3655.00,2070000.00,,120539
02/14/2023,02/15/2023,Tallman Island,TI,10579.00,3920000.00,,449907
02/14/2023,02/15/2023,Wards Island,WI,5824.00,3210000.00,,1201485
02/21/2023,02/22/2023,26th Ward,26W,4859.00,3230000.00,,290608
02/21/2023,02/22/2023,Bowery Bay,BB,6518.00,3100000.00,,924695
02/21/2023,02/22/2023,Coney Island,CI,3061.00,1460000.00,,682342
02/21/2023,02/22/2023,Hunts Point,HP,2179.00,1390000.00,,755948
02/21/2023,02/22/2023,Jamaica Bay,JA,8939.00,3530000.00,,748737
02/21/2023,02/22/2023,Newtown Creek,NC,5951.00,4210000.00,,1156473
02/21/2023,02/22/2023,North River,NR,2840.00,1760000.00,,658596
02/21/2023,02/22/2023,Oakwood Beach,OB,6821.00,2550000.00,,258731
02/21/2023,02/22/2023,Owls Head,OH,3860.00,1530000.00,,906442
02/21/2023,02/22/2023,Port Richmond,PR,6514.00,2830000.00,,226167
02/21/2023,02/22/2023,Red Hook,RH,4105.00,1870000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
02/21/2023,02/22/2023,Rockaway,RK,2862.00,1710000.00,,120539
02/21/2023,02/22/2023,Tallman Island,TI,5431.00,3020000.00,,449907
02/21/2023,02/22/2023,Wards Island,WI,4384.00,2830000.00,,1201485
02/26/2023,02/27/2023,26th Ward,26W,3620.00,2220000.00,,290608
02/26/2023,02/27/2023,Bowery Bay,BB,7134.00,2540000.00,,924695
02/26/2023,02/27/2023,Coney Island,CI,4158.00,1660000.00,,682342
02/26/2023,02/27/2023,Hunts Point,HP,5935.00,3210000.00,,755948
02/26/2023,02/27/2023,Jamaica Bay,JA,8698.00,3250000.00,,748737
02/26/2023,02/27/2023,Newtown Creek,NC,4964.00,2920000.00,,1156473
02/26/2023,02/27/2023,North River,NR,4382.00,2340000.00,,658596
02/26/2023,02/27/2023,Oakwood Beach,OB,7646.00,2980000.00,,258731
02/26/2023,02/27/2023,Owls Head,OH,14270.00,4830000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
